match_id,city,venue,date,team1,team2,toss_winner,toss_decision,winner,player_of_match,season,month,day,match_result_type,toss_match_win,day_type
278,Abu Dhabi,Sheikh Zayed Stadium,2021-09-23,Mumbai Indians,Kolkata Knight Riders,Kolkata Knight Riders,Field,Kolkata Knight Riders,Sp Narine,2021,9,23,Normal,Yes,Weekday
279,Abu Dhabi,Sheikh Zayed Stadium,2021-09-25,Delhi Capitals,Rajasthan Royals,Rajasthan Royals,Field,Delhi Capitals,Ss Iyer,2021,9,25,Normal,No,Weekend
280,Abu Dhabi,Sheikh Zayed Stadium,2021-09-26,Kolkata Knight Riders,Chennai Super Kings,Kolkata Knight Riders,Bat,Chennai Super Kings,Ra Jadeja,2021,9,26,Normal,No,Weekend
281,Abu Dhabi,Sheikh Zayed Stadium,2021-09-28,Punjab Kings,Mumbai Indians,Mumbai Indians,Field,Mumbai Indians,Ka Pollard,2021,9,28,Normal,Yes,Weekday
282,Dubai,Dubai International Stadium,2021-09-27,Rajasthan Royals,Sunrisers Hyderabad,Rajasthan Royals,Bat,Sunrisers Hyderabad,Jj Roy,2021,9,27,Normal,No,Weekday
283,Dubai,Dubai International Stadium,2021-10-08,Delhi Capitals,Royal Challengers Bengaluru,Royal Challengers Bengaluru,Field,Royal Challengers Bengaluru,Ks Bharat,2021,10,8,Normal,Yes,Weekday
284,Dubai,Dubai International Stadium,2021-10-01,Kolkata Knight Riders,Punjab Kings,Punjab Kings,Field,Punjab Kings,Kl Rahul,2021,10,1,Normal,Yes,Weekday
285,Dubai,Dubai International Stadium,2021-09-29,Rajasthan Royals,Royal Challengers Bengaluru,Royal Challengers Bengaluru,Field,Royal Challengers Bengaluru,Ys Chahal,2021,9,29,Normal,Yes,Weekday
286,Dubai,Dubai International Stadium,2021-09-19,Chennai Super Kings,Mumbai Indians,Chennai Super Kings,Bat,Chennai Super Kings,Rd Gaikwad,2021,9,19,Normal,Yes,Weekend
287,Dubai,Dubai International Stadium,2021-09-22,Sunrisers Hyderabad,Delhi Capitals,Sunrisers Hyderabad,Bat,Delhi Capitals,A Nortje,2021,9,22,Normal,No,Weekday
288,Sharjah,Sharjah Cricket Stadium,2021-10-07,Kolkata Knight Riders,Rajasthan Royals,Rajasthan Royals,Field,Kolkata Knight Riders,Shivam Mavi,2021,10,7,Normal,No,Weekday
289,Sharjah,Sharjah Cricket Stadium,2021-09-25,Punjab Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,Field,Punjab Kings,Jo Holder,2021,9,25,Normal,No,Weekend
290,Dubai,Dubai International Stadium,2021-09-26,Royal Challengers Bengaluru,Mumbai Indians,Mumbai Indians,Field,Royal Challengers Bengaluru,Gj Maxwell,2021,9,26,Normal,No,Weekend
291,Dubai,Dubai International Stadium,2021-10-03,Sunrisers Hyderabad,Kolkata Knight Riders,Sunrisers Hyderabad,Bat,Kolkata Knight Riders,Shubman Gill,2021,10,3,Normal,No,Weekend
292,Dubai,Dubai International Stadium,2021-10-04,Chennai Super Kings,Delhi Capitals,Delhi Capitals,Field,Delhi Capitals,Ar Patel,2021,10,4,Normal,Yes,Weekday
293,Dubai,Dubai International Stadium,2021-09-21,Rajasthan Royals,Punjab Kings,Punjab Kings,Field,Rajasthan Royals,Kartik Tyagi,2021,9,21,Normal,No,Weekday
294,Sharjah,Sharjah Cricket Stadium,2021-10-02,Mumbai Indians,Delhi Capitals,Delhi Capitals,Field,Delhi Capitals,Ar Patel,2021,10,2,Normal,Yes,Weekend
295,Sharjah,Sharjah Cricket Stadium,2021-09-24,Royal Challengers Bengaluru,Chennai Super Kings,Chennai Super Kings,Field,Chennai Super Kings,Dj Bravo,2021,9,24,Normal,Yes,Weekday
296,Dubai,Dubai International Stadium,2021-10-10,Delhi Capitals,Chennai Super Kings,Chennai Super Kings,Field,Chennai Super Kings,Rd Gaikwad,2021,10,10,Normal,Yes,Weekend
297,Sharjah,Sharjah Cricket Stadium,2021-10-11,Royal Challengers Bengaluru,Kolkata Knight Riders,Royal Challengers Bengaluru,Bat,Kolkata Knight Riders,Sp Narine,2021,10,11,Normal,No,Weekday
298,Sharjah,Sharjah Cricket Stadium,2021-10-13,Delhi Capitals,Kolkata Knight Riders,Kolkata Knight Riders,Field,Kolkata Knight Riders,Vr Iyer,2021,10,13,Normal,Yes,Weekday
299,Dubai,Dubai International Stadium,2021-10-15,Chennai Super Kings,Kolkata Knight Riders,Kolkata Knight Riders,Field,Chennai Super Kings,F Du Plessis,2021,10,15,Normal,No,Weekday
300,Mumbai,Wankhede Stadium,2022-03-26,Chennai Super Kings,Kolkata Knight Riders,Kolkata Knight Riders,Field,Kolkata Knight Riders,Ut Yadav,2022,3,26,Normal,Yes,Weekend
301,Mumbai,Brabourne Stadium,2022-03-27,Mumbai Indians,Delhi Capitals,Delhi Capitals,Field,Delhi Capitals,Kuldeep Yadav,2022,3,27,Normal,Yes,Weekend
302,Navi Mumbai,Dr DY Patil Sports Academy,2022-03-27,Royal Challengers Bengaluru,Punjab Kings,Punjab Kings,Field,Punjab Kings,Of Smith,2022,3,27,Normal,Yes,Weekend
303,Mumbai,Wankhede Stadium,2022-03-28,Lucknow Super Giants,Gujarat Titans,Gujarat Titans,Field,Gujarat Titans,Mohammed Shami,2022,3,28,Normal,Yes,Weekday
304,Pune,Maharashtra Cricket Association Stadium,2022-03-29,Rajasthan Royals,Sunrisers Hyderabad,Sunrisers Hyderabad,Field,Rajasthan Royals,Sv Samson,2022,3,29,Normal,No,Weekday
305,Navi Mumbai,Dr DY Patil Sports Academy,2022-03-30,Kolkata Knight Riders,Royal Challengers Bengaluru,Royal Challengers Bengaluru,Field,Royal Challengers Bengaluru,Pwh De Silva,2022,3,30,Normal,Yes,Weekday
306,Mumbai,Brabourne Stadium,2022-03-31,Chennai Super Kings,Lucknow Super Giants,Lucknow Super Giants,Field,Lucknow Super Giants,E Lewis,2022,3,31,Normal,Yes,Weekday
307,Mumbai,Wankhede Stadium,2022-04-01,Punjab Kings,Kolkata Knight Riders,Kolkata Knight Riders,Field,Kolkata Knight Riders,Ut Yadav,2022,4,1,Normal,Yes,Weekday
308,Navi Mumbai,Dr DY Patil Sports Academy,2022-04-02,Rajasthan Royals,Mumbai Indians,Mumbai Indians,Field,Rajasthan Royals,Jc Buttler,2022,4,2,Normal,No,Weekend
309,Pune,Maharashtra Cricket Association Stadium,2022-04-02,Gujarat Titans,Delhi Capitals,Delhi Capitals,Field,Gujarat Titans,Lh Ferguson,2022,4,2,Normal,No,Weekend
310,Mumbai,Brabourne Stadium,2022-04-03,Punjab Kings,Chennai Super Kings,Chennai Super Kings,Field,Punjab Kings,Ls Livingstone,2022,4,3,Normal,No,Weekend
311,Navi Mumbai,Dr DY Patil Sports Academy,2022-04-04,Lucknow Super Giants,Sunrisers Hyderabad,Sunrisers Hyderabad,Field,Lucknow Super Giants,Avesh Khan,2022,4,4,Normal,No,Weekday
312,Mumbai,Wankhede Stadium,2022-04-05,Rajasthan Royals,Royal Challengers Bengaluru,Royal Challengers Bengaluru,Field,Royal Challengers Bengaluru,Kd Karthik,2022,4,5,Normal,Yes,Weekday
313,Pune,Maharashtra Cricket Association Stadium,2022-04-06,Mumbai Indians,Kolkata Knight Riders,Kolkata Knight Riders,Field,Kolkata Knight Riders,Pj Cummins,2022,4,6,Normal,Yes,Weekday
314,Navi Mumbai,Dr DY Patil Sports Academy,2022-04-07,Delhi Capitals,Lucknow Super Giants,Lucknow Super Giants,Field,Lucknow Super Giants,Q De Kock,2022,4,7,Normal,Yes,Weekday
315,Mumbai,Brabourne Stadium,2022-04-08,Punjab Kings,Gujarat Titans,Gujarat Titans,Field,Gujarat Titans,Shubman Gill,2022,4,8,Normal,Yes,Weekday
316,Navi Mumbai,Dr DY Patil Sports Academy,2022-04-09,Chennai Super Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,Field,Sunrisers Hyderabad,Abhishek Sharma,2022,4,9,Normal,Yes,Weekend
317,Pune,Maharashtra Cricket Association Stadium,2022-04-09,Mumbai Indians,Royal Challengers Bengaluru,Royal Challengers Bengaluru,Field,Royal Challengers Bengaluru,Anuj Rawat,2022,4,9,Normal,Yes,Weekend
318,Mumbai,Brabourne Stadium,2022-04-10,Delhi Capitals,Kolkata Knight Riders,Kolkata Knight Riders,Field,Delhi Capitals,Kuldeep Yadav,2022,4,10,Normal,No,Weekend
319,Mumbai,Wankhede Stadium,2022-04-10,Rajasthan Royals,Lucknow Super Giants,Lucknow Super Giants,Field,Rajasthan Royals,Ys Chahal,2022,4,10,Normal,No,Weekend
320,Navi Mumbai,Dr DY Patil Sports Academy,2022-04-11,Gujarat Titans,Sunrisers Hyderabad,Sunrisers Hyderabad,Field,Sunrisers Hyderabad,Ks Williamson,2022,4,11,Normal,Yes,Weekday
321,Navi Mumbai,Dr DY Patil Sports Academy,2022-04-12,Chennai Super Kings,Royal Challengers Bengaluru,Royal Challengers Bengaluru,Field,Chennai Super Kings,S Dube,2022,4,12,Normal,No,Weekday
322,Pune,Maharashtra Cricket Association Stadium,2022-04-13,Punjab Kings,Mumbai Indians,Mumbai Indians,Field,Punjab Kings,Ma Agarwal,2022,4,13,Normal,No,Weekday
323,Navi Mumbai,Dr DY Patil Sports Academy,2022-04-14,Gujarat Titans,Rajasthan Royals,Rajasthan Royals,Field,Gujarat Titans,Hh Pandya,2022,4,14,Normal,No,Weekday
324,Mumbai,Brabourne Stadium,2022-04-15,Kolkata Knight Riders,Sunrisers Hyderabad,Sunrisers Hyderabad,Field,Sunrisers Hyderabad,Ra Tripathi,2022,4,15,Normal,Yes,Weekday
325,Mumbai,Brabourne Stadium,2022-04-16,Lucknow Super Giants,Mumbai Indians,Mumbai Indians,Field,Lucknow Super Giants,Kl Rahul,2022,4,16,Normal,No,Weekend
326,Mumbai,Wankhede Stadium,2022-04-16,Royal Challengers Bengaluru,Delhi Capitals,Delhi Capitals,Field,Royal Challengers Bengaluru,Kd Karthik,2022,4,16,Normal,No,Weekend
327,Navi Mumbai,Dr DY Patil Sports Academy,2022-04-17,Punjab Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,Field,Sunrisers Hyderabad,Umran Malik,2022,4,17,Normal,Yes,Weekend
328,Pune,Maharashtra Cricket Association Stadium,2022-04-17,Chennai Super Kings,Gujarat Titans,Gujarat Titans,Field,Gujarat Titans,Da Miller,2022,4,17,Normal,Yes,Weekend
329,Mumbai,Brabourne Stadium,2022-04-18,Rajasthan Royals,Kolkata Knight Riders,Kolkata Knight Riders,Field,Rajasthan Royals,Ys Chahal,2022,4,18,Normal,No,Weekday
330,Navi Mumbai,Dr DY Patil Sports Academy,2022-04-19,Royal Challengers Bengaluru,Lucknow Super Giants,Lucknow Super Giants,Field,Royal Challengers Bengaluru,F Du Plessis,2022,4,19,Normal,No,Weekday
331,Mumbai,Brabourne Stadium,2022-04-20,Punjab Kings,Delhi Capitals,Delhi Capitals,Field,Delhi Capitals,Kuldeep Yadav,2022,4,20,Normal,Yes,Weekday
332,Navi Mumbai,Dr DY Patil Sports Academy,2022-04-21,Mumbai Indians,Chennai Super Kings,Chennai Super Kings,Field,Chennai Super Kings,Mukesh Choudhary,2022,4,21,Normal,Yes,Weekday
333,Mumbai,Wankhede Stadium,2022-04-22,Rajasthan Royals,Delhi Capitals,Delhi Capitals,Field,Rajasthan Royals,Jc Buttler,2022,4,22,Normal,No,Weekday
334,Navi Mumbai,Dr DY Patil Sports Academy,2022-04-23,Gujarat Titans,Kolkata Knight Riders,Gujarat Titans,Bat,Gujarat Titans,Rashid Khan,2022,4,23,Normal,Yes,Weekend
335,Mumbai,Brabourne Stadium,2022-04-23,Royal Challengers Bengaluru,Sunrisers Hyderabad,Sunrisers Hyderabad,Field,Sunrisers Hyderabad,M Jansen,2022,4,23,Normal,Yes,Weekend
336,Mumbai,Wankhede Stadium,2022-04-24,Lucknow Super Giants,Mumbai Indians,Mumbai Indians,Field,Lucknow Super Giants,Kl Rahul,2022,4,24,Normal,No,Weekend
337,Mumbai,Wankhede Stadium,2022-04-25,Punjab Kings,Chennai Super Kings,Chennai Super Kings,Field,Punjab Kings,S Dhawan,2022,4,25,Normal,No,Weekday
338,Pune,Maharashtra Cricket Association Stadium,2022-04-26,Rajasthan Royals,Royal Challengers Bengaluru,Royal Challengers Bengaluru,Field,Rajasthan Royals,R Parag,2022,4,26,Normal,No,Weekday
339,Mumbai,Wankhede Stadium,2022-04-27,Sunrisers Hyderabad,Gujarat Titans,Gujarat Titans,Field,Gujarat Titans,Umran Malik,2022,4,27,Normal,Yes,Weekday
340,Mumbai,Wankhede Stadium,2022-04-28,Kolkata Knight Riders,Delhi Capitals,Delhi Capitals,Field,Delhi Capitals,Kuldeep Yadav,2022,4,28,Normal,Yes,Weekday
341,Pune,Maharashtra Cricket Association Stadium,2022-04-29,Lucknow Super Giants,Punjab Kings,Punjab Kings,Field,Lucknow Super Giants,Kh Pandya,2022,4,29,Normal,No,Weekday
342,Mumbai,Brabourne Stadium,2022-04-30,Royal Challengers Bengaluru,Gujarat Titans,Royal Challengers Bengaluru,Bat,Gujarat Titans,R Tewatia,2022,4,30,Normal,No,Weekend
343,Navi Mumbai,Dr DY Patil Sports Academy,2022-04-30,Rajasthan Royals,Mumbai Indians,Mumbai Indians,Field,Mumbai Indians,Sa Yadav,2022,4,30,Normal,Yes,Weekend
344,Mumbai,Wankhede Stadium,2022-05-01,Lucknow Super Giants,Delhi Capitals,Lucknow Super Giants,Bat,Lucknow Super Giants,Mohsin Khan,2022,5,1,Normal,Yes,Weekend
345,Pune,Maharashtra Cricket Association Stadium,2022-05-01,Chennai Super Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,Field,Chennai Super Kings,Rd Gaikwad,2022,5,1,Normal,No,Weekend
346,Mumbai,Wankhede Stadium,2022-05-02,Rajasthan Royals,Kolkata Knight Riders,Kolkata Knight Riders,Field,Kolkata Knight Riders,Rk Singh,2022,5,2,Normal,Yes,Weekday
347,Navi Mumbai,Dr DY Patil Sports Academy,2022-05-03,Gujarat Titans,Punjab Kings,Gujarat Titans,Bat,Punjab Kings,K Rabada,2022,5,3,Normal,No,Weekday
348,Pune,Maharashtra Cricket Association Stadium,2022-05-04,Royal Challengers Bengaluru,Chennai Super Kings,Chennai Super Kings,Field,Royal Challengers Bengaluru,Hv Patel,2022,5,4,Normal,No,Weekday
349,Mumbai,Brabourne Stadium,2022-05-05,Delhi Capitals,Sunrisers Hyderabad,Sunrisers Hyderabad,Field,Delhi Capitals,Da Warner,2022,5,5,Normal,No,Weekday
350,Mumbai,Brabourne Stadium,2022-05-06,Mumbai Indians,Gujarat Titans,Gujarat Titans,Field,Mumbai Indians,Th David,2022,5,6,Normal,No,Weekday
351,Mumbai,Wankhede Stadium,2022-05-07,Punjab Kings,Rajasthan Royals,Punjab Kings,Bat,Rajasthan Royals,Ybk Jaiswal,2022,5,7,Normal,No,Weekend
352,Pune,Maharashtra Cricket Association Stadium,2022-05-07,Lucknow Super Giants,Kolkata Knight Riders,Kolkata Knight Riders,Field,Lucknow Super Giants,Avesh Khan,2022,5,7,Normal,No,Weekend
353,Mumbai,Wankhede Stadium,2022-05-08,Royal Challengers Bengaluru,Sunrisers Hyderabad,Royal Challengers Bengaluru,Bat,Royal Challengers Bengaluru,Pwh De Silva,2022,5,8,Normal,Yes,Weekend
354,Navi Mumbai,Dr DY Patil Sports Academy,2022-05-08,Chennai Super Kings,Delhi Capitals,Delhi Capitals,Field,Chennai Super Kings,Dp Conway,2022,5,8,Normal,No,Weekend
355,Navi Mumbai,Dr DY Patil Sports Academy,2022-05-09,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,Field,Kolkata Knight Riders,Jj Bumrah,2022,5,9,Normal,No,Weekday
356,Pune,Maharashtra Cricket Association Stadium,2022-05-10,Gujarat Titans,Lucknow Super Giants,Gujarat Titans,Bat,Gujarat Titans,Shubman Gill,2022,5,10,Normal,Yes,Weekday
357,Navi Mumbai,Dr DY Patil Sports Academy,2022-05-11,Rajasthan Royals,Delhi Capitals,Delhi Capitals,Field,Delhi Capitals,Mr Marsh,2022,5,11,Normal,Yes,Weekday
358,Mumbai,Wankhede Stadium,2022-05-12,Chennai Super Kings,Mumbai Indians,Mumbai Indians,Field,Mumbai Indians,Dr Sams,2022,5,12,Normal,Yes,Weekday
359,Mumbai,Brabourne Stadium,2022-05-13,Punjab Kings,Royal Challengers Bengaluru,Royal Challengers Bengaluru,Field,Punjab Kings,Jm Bairstow,2022,5,13,Normal,No,Weekday
360,Pune,Maharashtra Cricket Association Stadium,2022-05-14,Kolkata Knight Riders,Sunrisers Hyderabad,Kolkata Knight Riders,Bat,Kolkata Knight Riders,Ad Russell,2022,5,14,Normal,Yes,Weekend
361,Mumbai,Wankhede Stadium,2022-05-15,Chennai Super Kings,Gujarat Titans,Chennai Super Kings,Bat,Gujarat Titans,Wp Saha,2022,5,15,Normal,No,Weekend
362,Mumbai,Brabourne Stadium,2022-05-15,Rajasthan Royals,Lucknow Super Giants,Rajasthan Royals,Bat,Rajasthan Royals,Ta Boult,2022,5,15,Normal,Yes,Weekend
363,Navi Mumbai,Dr DY Patil Sports Academy,2022-05-16,Delhi Capitals,Punjab Kings,Punjab Kings,Field,Delhi Capitals,Sn Thakur,2022,5,16,Normal,No,Weekday
364,Mumbai,Wankhede Stadium,2022-05-17,Sunrisers Hyderabad,Mumbai Indians,Mumbai Indians,Field,Sunrisers Hyderabad,Ra Tripathi,2022,5,17,Normal,No,Weekday
365,Navi Mumbai,Dr DY Patil Sports Academy,2022-05-18,Lucknow Super Giants,Kolkata Knight Riders,Lucknow Super Giants,Bat,Lucknow Super Giants,Q De Kock,2022,5,18,Normal,Yes,Weekday
366,Mumbai,Wankhede Stadium,2022-05-19,Gujarat Titans,Royal Challengers Bengaluru,Gujarat Titans,Bat,Royal Challengers Bengaluru,V Kohli,2022,5,19,Normal,No,Weekday
367,Mumbai,Brabourne Stadium,2022-05-20,Chennai Super Kings,Rajasthan Royals,Chennai Super Kings,Bat,Rajasthan Royals,R Ashwin,2022,5,20,Normal,No,Weekday
368,Mumbai,Wankhede Stadium,2022-05-21,Delhi Capitals,Mumbai Indians,Mumbai Indians,Field,Mumbai Indians,Jj Bumrah,2022,5,21,Normal,Yes,Weekend
369,Mumbai,Wankhede Stadium,2022-05-22,Sunrisers Hyderabad,Punjab Kings,Sunrisers Hyderabad,Bat,Punjab Kings,Harpreet Brar,2022,5,22,Normal,No,Weekend
370,Kolkata,Eden Gardens,2022-05-24,Rajasthan Royals,Gujarat Titans,Gujarat Titans,Field,Gujarat Titans,Da Miller,2022,5,24,Normal,Yes,Weekday
371,Kolkata,Eden Gardens,2022-05-25,Royal Challengers Bengaluru,Lucknow Super Giants,Lucknow Super Giants,Field,Royal Challengers Bengaluru,Rm Patidar,2022,5,25,Normal,No,Weekday
372,Ahmedabad,Narendra Modi Stadium,2022-05-27,Royal Challengers Bengaluru,Rajasthan Royals,Rajasthan Royals,Field,Rajasthan Royals,Jc Buttler,2022,5,27,Normal,Yes,Weekday
373,Ahmedabad,Narendra Modi Stadium,2022-05-29,Rajasthan Royals,Gujarat Titans,Rajasthan Royals,Bat,Gujarat Titans,Hh Pandya,2022,5,29,Normal,No,Weekend
374,Ahmedabad,Narendra Modi Stadium,2023-03-31,Chennai Super Kings,Gujarat Titans,Gujarat Titans,Field,Gujarat Titans,Rashid Khan,2023,3,31,Normal,Yes,Weekday
375,Mohali,PCA Stadium,2023-04-01,Punjab Kings,Kolkata Knight Riders,Kolkata Knight Riders,Field,Punjab Kings,Arshdeep Singh,2023,4,1,Normal,No,Weekend
376,Lucknow,Ekana Cricket Stadium,2023-04-01,Lucknow Super Giants,Delhi Capitals,Delhi Capitals,Field,Lucknow Super Giants,Ma Wood,2023,4,1,Normal,No,Weekend
377,Hyderabad,RGI Stadium,2023-04-02,Rajasthan Royals,Sunrisers Hyderabad,Sunrisers Hyderabad,Field,Rajasthan Royals,Jc Buttler,2023,4,2,Normal,No,Weekend
378,Bengaluru,M Chinnaswamy Stadium,2023-04-02,Mumbai Indians,Royal Challengers Bengaluru,Royal Challengers Bengaluru,Field,Royal Challengers Bengaluru,F Du Plessis,2023,4,2,Normal,Yes,Weekend
379,Chennai,MA Chidambaram Stadium,2023-04-03,Chennai Super Kings,Lucknow Super Giants,Lucknow Super Giants,Field,Chennai Super Kings,Mm Ali,2023,4,3,Normal,No,Weekday
380,Delhi,Arun Jaitley Stadium,2023-04-04,Delhi Capitals,Gujarat Titans,Gujarat Titans,Field,Gujarat Titans,B Sai Sudharsan,2023,4,4,Normal,Yes,Weekday
381,Guwahati,Barsapara Cricket Stadium,2023-04-05,Punjab Kings,Rajasthan Royals,Rajasthan Royals,Field,Punjab Kings,Nt Ellis,2023,4,5,Normal,No,Weekday
382,Kolkata,Eden Gardens,2023-04-06,Kolkata Knight Riders,Royal Challengers Bengaluru,Royal Challengers Bengaluru,Field,Kolkata Knight Riders,Sn Thakur,2023,4,6,Normal,No,Weekday
383,Lucknow,Ekana Cricket Stadium,2023-04-07,Sunrisers Hyderabad,Lucknow Super Giants,Sunrisers Hyderabad,Bat,Lucknow Super Giants,Kh Pandya,2023,4,7,Normal,No,Weekday
384,Guwahati,Barsapara Cricket Stadium,2023-04-08,Rajasthan Royals,Delhi Capitals,Delhi Capitals,Field,Rajasthan Royals,Ybk Jaiswal,2023,4,8,Normal,No,Weekend
385,Mumbai,Wankhede Stadium,2023-04-08,Mumbai Indians,Chennai Super Kings,Chennai Super Kings,Field,Chennai Super Kings,Ra Jadeja,2023,4,8,Normal,Yes,Weekend
386,Ahmedabad,Narendra Modi Stadium,2023-04-09,Gujarat Titans,Kolkata Knight Riders,Gujarat Titans,Bat,Kolkata Knight Riders,Rk Singh,2023,4,9,Normal,No,Weekend
387,Hyderabad,RGI Stadium,2023-04-09,Punjab Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,Field,Sunrisers Hyderabad,S Dhawan,2023,4,9,Normal,Yes,Weekend
388,Bengaluru,M Chinnaswamy Stadium,2023-04-10,Royal Challengers Bengaluru,Lucknow Super Giants,Lucknow Super Giants,Field,Lucknow Super Giants,N Pooran,2023,4,10,Normal,Yes,Weekday
389,Delhi,Arun Jaitley Stadium,2023-04-11,Delhi Capitals,Mumbai Indians,Mumbai Indians,Field,Mumbai Indians,Rg Sharma,2023,4,11,Normal,Yes,Weekday
390,Chennai,MA Chidambaram Stadium,2023-04-12,Rajasthan Royals,Chennai Super Kings,Chennai Super Kings,Field,Rajasthan Royals,R Ashwin,2023,4,12,Normal,No,Weekday
391,Mohali,PCA Stadium,2023-04-13,Punjab Kings,Gujarat Titans,Gujarat Titans,Field,Gujarat Titans,Mm Sharma,2023,4,13,Normal,Yes,Weekday
392,Kolkata,Eden Gardens,2023-04-14,Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata Knight Riders,Field,Sunrisers Hyderabad,Hc Brook,2023,4,14,Normal,No,Weekday
393,Bengaluru,M Chinnaswamy Stadium,2023-04-15,Royal Challengers Bengaluru,Delhi Capitals,Delhi Capitals,Field,Royal Challengers Bengaluru,V Kohli,2023,4,15,Normal,No,Weekend
394,Lucknow,Ekana Cricket Stadium,2023-04-15,Lucknow Super Giants,Punjab Kings,Punjab Kings,Field,Punjab Kings,Sikandar Raza,2023,4,15,Normal,Yes,Weekend
395,Mumbai,Wankhede Stadium,2023-04-16,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,Field,Mumbai Indians,Vr Iyer,2023,4,16,Normal,Yes,Weekend
396,Ahmedabad,Narendra Modi Stadium,2023-04-16,Gujarat Titans,Rajasthan Royals,Rajasthan Royals,Field,Rajasthan Royals,So Hetmyer,2023,4,16,Normal,Yes,Weekend
397,Bengaluru,M Chinnaswamy Stadium,2023-04-17,Chennai Super Kings,Royal Challengers Bengaluru,Royal Challengers Bengaluru,Field,Chennai Super Kings,Dp Conway,2023,4,17,Normal,No,Weekday
398,Hyderabad,RGI Stadium,2023-04-18,Mumbai Indians,Sunrisers Hyderabad,Sunrisers Hyderabad,Field,Mumbai Indians,C Green,2023,4,18,Normal,No,Weekday
399,Jaipur,Sawai Mansingh Stadium,2023-04-19,Lucknow Super Giants,Rajasthan Royals,Rajasthan Royals,Field,Lucknow Super Giants,Mp Stoinis,2023,4,19,Normal,No,Weekday
400,Mohali,PCA Stadium,2023-04-20,Royal Challengers Bengaluru,Punjab Kings,Punjab Kings,Field,Royal Challengers Bengaluru,Mohammed Siraj,2023,4,20,Normal,No,Weekday
401,Delhi,Arun Jaitley Stadium,2023-04-20,Kolkata Knight Riders,Delhi Capitals,Delhi Capitals,Field,Delhi Capitals,I Sharma,2023,4,20,Normal,Yes,Weekday
402,Chennai,MA Chidambaram Stadium,2023-04-21,Sunrisers Hyderabad,Chennai Super Kings,Chennai Super Kings,Field,Chennai Super Kings,Ra Jadeja,2023,4,21,Normal,Yes,Weekday
403,Lucknow,Ekana Cricket Stadium,2023-04-22,Gujarat Titans,Lucknow Super Giants,Gujarat Titans,Bat,Gujarat Titans,Mm Sharma,2023,4,22,Normal,Yes,Weekend
404,Mumbai,Wankhede Stadium,2023-04-22,Punjab Kings,Mumbai Indians,Mumbai Indians,Field,Punjab Kings,Sm Curran,2023,4,22,Normal,No,Weekend
405,Bengaluru,M Chinnaswamy Stadium,2023-04-23,Royal Challengers Bengaluru,Rajasthan Royals,Rajasthan Royals,Field,Royal Challengers Bengaluru,Gj Maxwell,2023,4,23,Normal,No,Weekend
406,Kolkata,Eden Gardens,2023-04-23,Chennai Super Kings,Kolkata Knight Riders,Kolkata Knight Riders,Field,Chennai Super Kings,Am Rahane,2023,4,23,Normal,No,Weekend
407,Hyderabad,RGI Stadium,2023-04-24,Delhi Capitals,Sunrisers Hyderabad,Delhi Capitals,Bat,Delhi Capitals,Ar Patel,2023,4,24,Normal,Yes,Weekday
408,Ahmedabad,Narendra Modi Stadium,2023-04-25,Gujarat Titans,Mumbai Indians,Mumbai Indians,Field,Gujarat Titans,A Manohar,2023,4,25,Normal,No,Weekday
409,Bengaluru,M Chinnaswamy Stadium,2023-04-26,Kolkata Knight Riders,Royal Challengers Bengaluru,Royal Challengers Bengaluru,Field,Kolkata Knight Riders,Cv Varun,2023,4,26,Normal,No,Weekday
410,Jaipur,Sawai Mansingh Stadium,2023-04-27,Rajasthan Royals,Chennai Super Kings,Rajasthan Royals,Bat,Rajasthan Royals,Ybk Jaiswal,2023,4,27,Normal,Yes,Weekday
411,Mohali,PCA Stadium,2023-04-28,Lucknow Super Giants,Punjab Kings,Punjab Kings,Field,Lucknow Super Giants,Mp Stoinis,2023,4,28,Normal,No,Weekday
412,Kolkata,Eden Gardens,2023-04-29,Kolkata Knight Riders,Gujarat Titans,Gujarat Titans,Field,Gujarat Titans,J Little,2023,4,29,Normal,Yes,Weekend
413,Delhi,Arun Jaitley Stadium,2023-04-29,Sunrisers Hyderabad,Delhi Capitals,Sunrisers Hyderabad,Bat,Sunrisers Hyderabad,Mr Marsh,2023,4,29,Normal,Yes,Weekend
414,Chennai,MA Chidambaram Stadium,2023-04-30,Chennai Super Kings,Punjab Kings,Chennai Super Kings,Bat,Punjab Kings,Dp Conway,2023,4,30,Normal,No,Weekend
415,Mumbai,Wankhede Stadium,2023-04-30,Rajasthan Royals,Mumbai Indians,Rajasthan Royals,Bat,Mumbai Indians,Ybk Jaiswal,2023,4,30,Normal,No,Weekend
416,Lucknow,Ekana Cricket Stadium,2023-05-01,Royal Challengers Bengaluru,Lucknow Super Giants,Royal Challengers Bengaluru,Bat,Royal Challengers Bengaluru,F Du Plessis,2023,5,1,Normal,Yes,Weekday
